,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,trending,updated_github_id,labels,new_addition,gitlab_id,gitlab_url
68,nix-portable,DavHau/nix-portable,"Nix - Static, Permissionless, Installation-free, Pre-configured.",installation-media,https://github.com/DavHau/nix-portable,https://github.com/DavHau/nix-portable,MIT,2021-02-08 07:12:43,2026-03-02 00:14:10,2026-02-05 06:56:23,180.0,3.0,53.0,16.0,85.0,59.0,23.0,1243,17,True,2,2024-04-15 08:53:22,012,41522.0,680.0,12.0,13.0,,,,,,,,
69,nix-index,nix-community/nix-index,Quickly locate Nix packages with specific files.,command-line-tools,https://github.com/nix-community/nix-index,https://github.com/nix-community/nix-index,,2017-02-10 15:50:02,2026-02-20 20:06:26,2026-02-20 20:06:26,325.0,4.0,69.0,7.0,174.0,71.0,53.0,1191,17,True,2,2025-07-17 14:30:55,0.1.9,,,6.0,36.0,28.0,28.0,,,,,,
70,fenix,nix-community/fenix,Rust toolchains and Rust analyzer nightly for nix.,programming-languages,https://github.com/nix-community/fenix,https://github.com/nix-community/fenix,MPL-2.0,2021-01-02 22:51:56,2026-03-01 08:26:15,2026-03-01 07:04:00,2572.0,100.0,62.0,8.0,118.0,36.0,72.0,997,17,True,2,,,,,,31.0,,,,,['rust'],,,
71,srvos,nix-community/srvos,NixOS profiles for servers.,nixos-modules,https://github.com/nix-community/srvos,https://github.com/nix-community/srvos,MIT,2022-12-01 16:34:50,2026-03-01 01:28:36,2026-02-26 02:00:50,1352.0,65.0,55.0,20.0,726.0,13.0,32.0,910,17,True,2,,,,,,43.0,,,,,,,,
72,mach-nix,DavHau/mach-nix,Create highly reproducible python environments.,programming-languages,https://github.com/DavHau/mach-nix,https://github.com/DavHau/mach-nix,MIT,2020-04-22 09:32:18,2024-05-20 21:27:05,2024-05-09 13:40:43,564.0,,109.0,9.0,149.0,208.0,227.0,895,17,False,2,2022-06-01 12:00:53,3.5.0,,,19.0,47.0,3.0,3.0,,,['python'],,,
73,jupyenv,tweag/jupyenv,Declarative and reproducible Jupyter environments - powered by Nix.,development,https://github.com/tweag/jupyenv,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58,2026-03-01 00:19:28,2024-12-03 01:17:10,594.0,,146.0,29.0,368.0,39.0,170.0,737,17,False,2,2023-01-31 21:35:49,0.1.0,,,1.0,39.0,,,,,,,,
74,services-flake,juspay/services-flake,A NixOS-like service configuration framework for Nix flakes.,development,https://github.com/juspay/services-flake,https://github.com/juspay/services-flake,MIT,2023-06-19 21:44:26,2026-03-01 00:39:46,2026-02-22 00:54:57,636.0,13.0,56.0,11.0,501.0,38.0,91.0,707,17,True,2,2024-12-10 12:11:02,0.4.0,,,4.0,35.0,,,,,,,,
75,KubeNix,hall/kubenix,A Kubernetes resource builder using Nix.,deployment-tools,https://github.com/hall/kubenix,https://github.com/hall/kubenix,MIT,2022-08-12 02:40:33,2026-03-01 00:16:24,2026-02-23 11:08:13,457.0,38.0,41.0,12.0,66.0,17.0,33.0,461,17,True,1,2024-05-06 23:34:26,0.3.0,,,3.0,27.0,,,,,,,,
76,MCP-NixOS,utensils/mcp-nixos,"An MCP server that provides AI assistants with accurate information about NixOS packages, options, Home Manager, and..",development,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2026-02-11 18:47:09,2026-01-30 20:14:49,403.0,40.0,26.0,5.0,76.0,4.0,25.0,461,17,True,2,2026-01-30 05:48:28,2.2.0,,,9.0,7.0,1.0,1.0,,,,,,
77,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2026-03-01 04:22:44,2026-02-08 04:37:30,408.0,59.0,27.0,4.0,257.0,12.0,28.0,457,17,True,2,2025-08-14 13:07:18,1.3.0,,,4.0,16.0,,,,,,,,
78,gomod2nix,nix-community/gomod2nix,Convert applications using Go modules to Nix expressions.,programming-languages,https://github.com/nix-community/gomod2nix,https://github.com/nix-community/gomod2nix,MIT,2020-12-03 13:56:10,2026-02-22 17:47:22,2026-02-08 21:18:40,334.0,10.0,71.0,1.0,178.0,34.0,46.0,298,17,True,2,2025-08-27 11:32:40,1.7.0,,,9.0,29.0,9.0,9.0,,,,,,
79,nix-eval-jobs,nix-community/nix-eval-jobs,Parallel nix evaluator with a streamable json output.,command-line-tools,https://github.com/NixOS/nix-eval-jobs,https://github.com/NixOS/nix-eval-jobs,GPL-3.0,2021-03-15 04:53:42,2026-02-13 17:54:49,2026-02-13 17:48:09,890.0,20.0,41.0,8.0,358.0,15.0,31.0,227,17,True,2,2026-02-13 17:54:49,2.33.1,,,39.0,28.0,,,,NixOS/nix-eval-jobs,,,,
80,nixpkgs-vet,NixOS/nixpkgs-vet,"Tool to vet (check) Nixpkgs, including its pkgs/by-name directory.",command-line-tools,https://github.com/NixOS/nixpkgs-vet,https://github.com/NixOS/nixpkgs-vet,MIT,2024-03-16 08:35:08,2026-02-23 16:20:37,2026-02-23 16:20:37,558.0,30.0,14.0,9.0,162.0,25.0,13.0,63,17,True,2,2024-08-29 22:48:06,0.1.4,1163709.0,48487.0,5.0,14.0,,,,,,,,
81,dustinlyons/nixos-config,dustinlyons/nixos-config,General purpose Nix configuration for macOS / NixOS (with starter templates).,nix-configurations,https://github.com/dustinlyons/nixos-config,https://github.com/dustinlyons/nixos-config,BSD-3-Clause,2021-10-22 07:25:20,2026-01-03 21:32:03,2026-01-03 21:32:03,2336.0,4.0,192.0,18.0,39.0,28.0,84.0,3400,16,True,2,,,,,,18.0,,,,,,,,
82,mitchellh/nixos-config,mitchellh/nixos-config,"NixOS system configurations for a development environment, primarily running in a VM on macOS with VMware Fusion.",nix-configurations,https://github.com/mitchellh/nixos-config,https://github.com/mitchellh/nixos-config,MIT,2020-05-05 05:13:41,2026-01-22 22:59:11,2026-01-22 22:59:03,415.0,10.0,246.0,42.0,22.0,8.0,20.0,2905,16,True,2,,,,,,8.0,,,,,,,,
83,nixos-generators,nix-community/nixos-generators,"Take a NixOS config and build multiple different images types including VirtualBox VMs, Azure images, and installation..",installation-media,https://github.com/nix-community/nixos-generators,https://github.com/nix-community/nixos-generators,MIT,2018-04-28 10:16:02,2026-01-30 22:50:15,2026-01-30 22:50:15,487.0,2.0,152.0,26.0,275.0,87.0,90.0,2401,16,True,2,,,,,,69.0,,,,,,,,
84,dev-templates,the-nix-way/dev-templates,Dev environments for numerous languages based on Nix flakes.,learning,https://github.com/the-nix-way/dev-templates,https://github.com/the-nix-way/dev-templates,MPL-2.0,2022-07-12 00:03:07,2026-02-27 17:16:59,2026-02-27 17:16:55,363.0,16.0,174.0,10.0,69.0,6.0,20.0,2197,16,True,2,,,,,,35.0,,,,,,,,
85,nix-on-droid,nix-community/nix-on-droid,Nix-enabled environment for your Android device.,distributions,https://github.com/nix-community/nix-on-droid,https://github.com/nix-community/nix-on-droid,MIT,2019-03-06 18:52:50,2026-03-01 17:57:49,2025-12-06 14:25:49,460.0,1.0,129.0,30.0,136.0,107.0,209.0,1962,16,True,2,,,,,,23.0,,,,,['android'],,,
86,nixos-infect,elitak/nixos-infect,Replace a running non-NixOS Linux host with NixOS.,installation-media,https://github.com/elitak/nixos-infect,https://github.com/elitak/nixos-infect,GPL-3.0,2016-04-18 22:10:28,2026-01-21 08:02:43,2026-01-21 08:02:43,189.0,24.0,277.0,14.0,170.0,53.0,36.0,1779,16,True,2,,,,,,107.0,,,,,,,,
87,impermanence,nix-community/impermanence,Lets you choose what files and directories you want to keep between reboots.,nixos-modules,https://github.com/nix-community/impermanence,https://github.com/nix-community/impermanence,MIT,2020-06-04 19:42:40,2026-01-27 21:09:45,2026-01-27 21:09:29,203.0,13.0,120.0,17.0,120.0,77.0,112.0,1702,16,True,2,,,,,,37.0,,,,,,,,
88,devshell,numtide/devshell,`mkShell` with extra bits and a toml config option to be able to onboard non-nix users.,development,https://github.com/numtide/devshell,https://github.com/numtide/devshell,MIT,2020-08-04 20:29:01,2026-01-19 10:23:42,2026-01-19 10:23:42,361.0,5.0,92.0,25.0,203.0,68.0,72.0,1485,16,True,2,,,,,,43.0,,,,,,,,
89,nix-output-monitor,maralorn/nix-output-monitor,A tool to produce useful graphs and statistics when building derivations.,command-line-tools,https://github.com/maralorn/nix-output-monitor,https://github.com/maralorn/nix-output-monitor,EUPL-1.2,2020-10-03 14:25:34,2026-02-27 05:21:34,2026-02-27 05:03:01,670.0,35.0,45.0,10.0,69.0,88.0,93.0,1419,16,True,2,2022-10-15 10:21:00,2.0.0.0,,,18.0,25.0,,,,,,,,
90,flake.parts,hercules-ci/flake-parts,Minimal Nix modules framework for Flakes: split your flakes into modules and get things done with community modules.,development,https://github.com/hercules-ci/flake-parts,https://github.com/hercules-ci/flake-parts,MIT,2021-10-27 09:03:42,2026-03-01 23:45:23,2026-03-01 23:45:22,445.0,26.0,68.0,19.0,188.0,60.0,62.0,1228,16,True,2,,,,,,24.0,,,,,,,,
91,morph,DBCDK/morph,A tool for managing existing NixOS hosts.,deployment-tools,https://github.com/DBCDK/morph,https://github.com/DBCDK/morph,MIT,2018-09-24 08:05:12,2025-11-24 09:26:17,2025-11-24 09:26:09,406.0,,67.0,27.0,149.0,53.0,60.0,1020,16,True,2,2024-10-23 08:41:20,1.8.0,,,10.0,33.0,,,,,,,,
92,cachix,cachix/cachix,Command line client for Nix binary cache hosting.,development,https://github.com/cachix/cachix,https://github.com/cachix/cachix,,2018-02-25 19:55:01,2026-02-11 20:32:35,2026-02-06 13:33:22,1391.0,49.0,53.0,10.0,346.0,119.0,249.0,1007,16,True,2,,,,,,21.0,,,,,,,,
93,Arion,hercules-ci/arion,Run `docker-compose` with help from Nix/NixOS.,development,https://github.com/hercules-ci/arion,https://github.com/hercules-ci/arion,Apache-2.0,2018-12-17 16:25:48,2026-02-05 02:45:57,2026-02-05 02:45:57,456.0,12.0,56.0,13.0,134.0,91.0,56.0,858,16,True,2,2024-12-11 12:03:22,0.2.2.0,,,3.0,31.0,,,,,,,,
94,lorri,nix-community/lorri,A much better `nix-shell` for development that augments direnv.,development,https://github.com/nix-community/lorri,https://github.com/nix-community/lorri,Apache-2.0,2021-01-24 15:10:38,2025-04-19 22:07:58,2025-03-26 18:44:46,1144.0,,25.0,9.0,86.0,23.0,51.0,849,16,True,2,2024-08-16 16:11:14,1.7.1,,,7.0,59.0,,,,,,,,
95,node2nix,svanderburg/node2nix,Generate Nix expression from a `package.json` (or `package-lock.json`) (to be stored as files).,programming-languages,https://github.com/svanderburg/node2nix,https://github.com/svanderburg/node2nix,MIT,2014-09-18 20:32:04,2024-11-18 23:19:58,2023-01-12 19:28:09,277.0,,97.0,7.0,90.0,118.0,124.0,581,16,False,2,2022-04-20 14:28:23,node2nix-1.11.0,,,16.0,49.0,13.0,13.0,,,,,,
96,nixpkgs-update,nix-community/nixpkgs-update,Semi-automatic updating of nixpkgs packages.,development,https://github.com/nix-community/nixpkgs-update,https://github.com/nix-community/nixpkgs-update,CC0-1.0,2017-11-03 02:25:28,2026-03-01 06:13:14,2026-02-21 03:23:05,1112.0,11.0,89.0,16.0,225.0,111.0,183.0,568,16,True,2,,,,,,59.0,,,,,,,,
97,nixpkgs-fmt,nix-community/nixpkgs-fmt,Nix code formatter for nixpkgs.,command-line-tools,https://github.com/nix-community/nixpkgs-fmt,https://github.com/nix-community/nixpkgs-fmt,Apache-2.0,2019-05-02 19:38:08,2024-07-24 11:56:52,2024-07-24 11:56:51,527.0,,33.0,9.0,210.0,32.0,89.0,564,16,False,2,,,,,,30.0,150.0,150.0,,,,,,
98,treefmt-nix,numtide/treefmt-nix,"A formatter that allows formatting all your project files with a single command, all via a single `.nix` file.",development,https://github.com/numtide/treefmt-nix,https://github.com/numtide/treefmt-nix,MIT,2022-09-23 09:13:45,2026-02-04 18:08:31,2026-02-04 18:08:31,541.0,36.0,152.0,10.0,362.0,43.0,75.0,555,16,True,2,,,,,,133.0,,,,,,,,
99,NixOS Search,NixOS/nixos-search,Search NixOS packages and options.,discovery,https://github.com/NixOS/nixos-search,https://github.com/NixOS/nixos-search,MIT,2020-03-28 04:16:53,2026-03-01 09:25:19,2026-03-01 09:25:17,598.0,42.0,147.0,10.0,682.0,136.0,310.0,524,16,True,1,,,,,,110.0,,,,,,,,
100,Makes,fluidattacks/makes,"A Nix-based CI/CD pipeline framework for building, testing, and releasing projects in any language, from anywhere.",devops,https://github.com/fluidattacks/makes,https://github.com/fluidattacks/makes,MIT,2021-06-21 17:03:36,2025-09-01 18:51:09,2025-07-30 20:07:31,1434.0,,44.0,8.0,1003.0,27.0,408.0,497,16,True,1,2024-08-12 19:34:11,24.09,173.0,3.0,25.0,27.0,,,,,,,,
101,Self Host Blocks,ibizaman/selfhostblocks,Modular server management based on NixOS modules and focused on best practices.,nixos-modules,https://github.com/ibizaman/selfhostblocks,https://github.com/ibizaman/selfhostblocks,AGPL-3.0,2022-12-17 23:39:16,2026-03-01 02:34:03,2026-02-27 12:18:03,996.0,91.0,15.0,10.0,503.0,100.0,58.0,430,16,True,2,2026-02-03 06:22:29,0.7.3,,,25.0,15.0,,,,,,,,
102,harmonia,nix-community/harmonia,Nix binary cache implemented in Rust.,development,https://github.com/nix-community/harmonia,https://github.com/nix-community/harmonia,,2023-01-22 21:22:29,2026-03-01 10:01:13,2026-03-01 10:00:21,1589.0,225.0,31.0,1.0,829.0,9.0,20.0,420,16,True,2,2026-02-08 16:09:03,harmonia-v3.0.0,,,23.0,29.0,2.0,2.0,,,,,,
103,android-nixpkgs,tadfisher/android-nixpkgs,Nix-packaged Android SDK.,programming-languages,https://github.com/tadfisher/android-nixpkgs,https://github.com/tadfisher/android-nixpkgs,MIT,2018-10-21 06:17:39,2026-03-01 20:27:41,2026-03-01 20:27:19,2069.0,67.0,47.0,5.0,64.0,30.0,34.0,406,16,True,2,,,,,,18.0,,,,,['android'],,,
104,cabal2nix,NixOS/cabal2nix,Converts a Cabal file into a Nix build expression.,programming-languages,https://github.com/NixOS/cabal2nix,https://github.com/NixOS/cabal2nix,,2011-08-05 15:31:37,2026-02-27 09:36:16,2026-02-27 09:36:16,2685.0,26.0,157.0,13.0,372.0,75.0,251.0,397,16,True,2,,,,,,134.0,,,,,,,,
105,nixos-cli,nix-community/nixos-cli,A unified NixOS tooling replacement for nixos-* utilities.,command-line-tools,https://github.com/nix-community/nixos-cli,https://github.com/nix-community/nixos-cli,GPL-3.0,2023-06-26 18:21:45,2026-03-02 00:05:52,2026-03-02 00:05:12,645.0,80.0,10.0,6.0,147.0,7.0,44.0,352,16,True,2,2025-11-09 12:19:57,0.15.0,,,16.0,11.0,,,,,,,,
106,nixidy,arnarg/nixidy,Kubernetes GitOps with Nix and Argo CD.,devops,https://github.com/arnarg/nixidy,https://github.com/arnarg/nixidy,MIT,2023-12-11 11:40:00,2026-02-19 10:02:20,2026-02-19 10:02:15,234.0,20.0,16.0,5.0,45.0,5.0,35.0,287,16,True,1,2025-12-11 13:41:42,0.18.1,,,20.0,13.0,2.0,2.0,,,,,,
107,haskell-flake,srid/haskell-flake,A `flake-parts` Nix module for Haskell development.,programming-languages,https://github.com/srid/haskell-flake,https://github.com/srid/haskell-flake,MIT,2022-05-30 13:01:57,2026-03-01 01:34:19,2026-03-01 01:34:17,480.0,12.0,26.0,9.0,291.0,38.0,92.0,222,16,True,2,2024-06-24 17:17:26,0.5.0,,,5.0,17.0,,,,,['haskell'],,,
108,nix-cargo-integration,yusdacra/nix-cargo-integration,Library to easily and effortlessly integrate Cargo projects with Nix.,programming-languages,https://github.com/90-008/nix-cargo-integration,https://github.com/90-008/nix-cargo-integration,MIT,2021-04-10 22:16:35,2026-03-01 06:35:53,2026-03-01 06:35:53,2421.0,89.0,23.0,3.0,74.0,5.0,84.0,217,16,True,2,,,,,,15.0,,,,90-008/nix-cargo-integration,['rust'],,,
109,nothing-but-nix,wimpysworld/nothing-but-nix,Create a 130GB Nix store in GitHub runners by ruthlessly purging unnecessary software and configuring BTRFS RAID-0 for..,github-actions,https://github.com/wimpysworld/nothing-but-nix,https://github.com/wimpysworld/nothing-but-nix,MIT,2025-05-13 15:16:25,2026-02-14 02:30:30,2026-02-14 01:27:40,88.0,14.0,8.0,1.0,32.0,,15.0,207,16,True,3,2026-02-14 02:30:30,10,,,9.0,7.0,204.0,204.0,,,,,,
110,flake-checker-action,DeterminateSystems/flake-checker-action,A GitHub Action that performs health checks for your Nix flake.lock files.,github-actions,https://github.com/DeterminateSystems/flake-checker-action,https://github.com/DeterminateSystems/flake-checker-action,MIT,2023-06-05 11:10:57,2026-02-25 16:58:19,2026-02-25 16:58:19,179.0,24.0,5.0,2.0,100.0,,7.0,79,16,True,3,2025-07-15 02:38:22,12,,,12.0,4.0,1617.0,1617.0,,,,,,
111,agenix,ryantm/agenix,age-encrypted secrets for NixOS and Home manager.,security,https://github.com/ryantm/agenix,https://github.com/ryantm/agenix,CC0-1.0,2020-09-01 04:38:08,2026-02-04 00:31:49,2026-02-04 00:31:49,359.0,1.0,145.0,15.0,177.0,85.0,94.0,2246,15,True,1,2023-12-20 16:42:54,0.15.0,,,12.0,57.0,,,,,,,,
112,Nixery,tazjin/nixery,A Docker-compatible container registry which builds images ad-hoc via Nix.,deployment-tools,https://github.com/tazjin/nixery,https://github.com/tazjin/nixery,Apache-2.0,2019-07-29 19:39:48,2025-11-07 07:51:23,2025-11-07 07:42:50,257.0,,76.0,26.0,100.0,32.0,51.0,1969,15,True,2,,,,,,11.0,5.0,5.0,,,,,,
113,dream2nix,nix-community/dream2nix,A framework for automatically converting packages from other build systems to Nix.,development,https://github.com/nix-community/dream2nix,https://github.com/nix-community/dream2nix,MIT,2021-09-03 15:30:51,2025-12-17 06:30:15,2025-12-17 06:30:15,2444.0,3.0,143.0,11.0,831.0,173.0,128.0,1235,15,True,2,,,,,,80.0,,,,,,,,
114,proxmox-nixos,SaumonNet/proxmox-nixos,"The Proxmox Hypervisor, on NixOS.",virtualisation,https://github.com/SaumonNet/proxmox-nixos,https://github.com/SaumonNet/proxmox-nixos,AGPL-3.0,2024-02-18 13:54:11,2026-01-31 14:45:15,2026-01-31 14:45:14,589.0,47.0,62.0,19.0,146.0,26.0,49.0,1198,15,True,2,,,,,,19.0,,,,,,,,
115,Zero to Nix,DeterminateSystems/zero-to-nix,"A beginners guide to Nix, providing step-by-step tutorials and explanations.",learning,https://github.com/DeterminateSystems/zero-to-nix,https://github.com/DeterminateSystems/zero-to-nix,,2022-11-07 18:38:33,2026-03-01 02:15:46,2026-02-11 18:29:56,1610.0,30.0,79.0,13.0,382.0,37.0,74.0,1186,15,True,2,,,,,,55.0,,,,,,,,
116,nixbsd,nixos-bsd/nixbsd,An unofficial NixOS fork with a FreeBSD kernel.,distributions,https://github.com/nixos-bsd/nixbsd,https://github.com/nixos-bsd/nixbsd,MIT,2023-12-24 23:35:29,2026-02-28 22:20:02,2026-02-26 18:46:17,345.0,12.0,32.0,25.0,15.0,15.0,21.0,880,15,True,2,,,,,,7.0,,,,,,,,
117,nix-topology,oddlama/nix-topology,Generate infrastructure and network diagrams directly from your NixOS configuration.,nixos-modules,https://github.com/oddlama/nix-topology,https://github.com/oddlama/nix-topology,MIT,2024-04-03 20:05:49,2026-02-24 20:08:47,2026-02-24 20:08:47,308.0,93.0,42.0,11.0,103.0,10.0,16.0,876,15,True,2,,,,,,26.0,,,,,,,,
118,statix,oppiliappan/statix,A linter/fixer to check for and fix antipatterns in Nix code.,command-line-tools,https://github.com/oppiliappan/statix,https://github.com/oppiliappan/statix,MIT,2021-10-24 12:42:29,2026-02-27 02:42:03,2025-10-16 06:31:33,283.0,,31.0,7.0,75.0,39.0,44.0,836,15,True,2,2023-09-09 11:41:50,0.5.8,,,6.0,20.0,,,,,,,,
119,KuberNix,saschagrunert/kubernix,Single-dependency Kubernetes clusters via Nix packages.,deployment-tools,https://github.com/saschagrunert/kubernix,https://github.com/saschagrunert/kubernix,MIT,2019-09-22 16:33:58,2023-01-25 11:05:38,2021-11-16 12:25:22,1036.0,,26.0,9.0,1179.0,17.0,8.0,793,15,False,2,2019-11-14 10:07:35,0.2.0,72.0,0.0,3.0,8.0,51.0,51.0,,,,,,
120,nix2container,nlewo/nix2container,An archive-less dockerTools.buildImage implementation.,deployment-tools,https://github.com/nlewo/nix2container,https://github.com/nlewo/nix2container,Apache-2.0,2021-12-23 09:45:34,2026-01-03 08:48:06,2026-01-03 08:48:05,222.0,11.0,69.0,14.0,89.0,48.0,54.0,793,15,True,2,,,,,,30.0,,,,,,,,
121,compose2nix,aksiksi/compose2nix,Generate a NixOS config from a Docker Compose project.,development,https://github.com/aksiksi/compose2nix,https://github.com/aksiksi/compose2nix,MIT,2023-11-01 01:22:49,2026-02-16 22:15:28,2026-02-16 22:15:26,262.0,3.0,14.0,4.0,50.0,8.0,41.0,792,15,True,2,2025-11-03 13:53:54,0.3.3,,,20.0,5.0,,,,,,,,
122,robotnix,nix-community/robotnix,A declarative and reproducible build system for Android (AOSP) images.,development,https://github.com/nix-community/robotnix,https://github.com/nix-community/robotnix,,2019-06-20 15:20:44,2026-03-01 14:07:28,2026-02-28 22:07:09,2146.0,87.0,86.0,13.0,230.0,64.0,72.0,759,15,True,2,,,,,,33.0,,,,,['android'],,,
123,rnix-lsp,nix-community/rnix-lsp,A syntax-checking language server for Nix.,development,https://github.com/nix-community/rnix-lsp,https://github.com/nix-community/rnix-lsp,MIT,2018-08-19 08:43:21,2024-01-15 11:53:04,2022-11-27 13:18:38,176.0,,39.0,12.0,75.0,17.0,21.0,711,15,False,2,,,,,,24.0,36.0,36.0,,,,,,
124,chaotic-nyx,chaotic-cx/nyx,Daily bumped bleeding edge packages like `mesa_git` & others that arent yet in Nixpkgs. Created by the makers of..,overlays,https://github.com/chaotic-cx/nyx,https://github.com/chaotic-cx/nyx,MIT,2023-03-27 20:33:14,2025-12-08 14:39:14,2025-12-08 14:32:21,2479.0,11.0,78.0,4.0,1135.0,,128.0,653,15,True,2,,,,,,52.0,,,,,,,,
125,nixos-facter,nix-community/nixos-facter,Declarative hardware configuration for NixOS.,nixos-modules,https://github.com/nix-community/nixos-facter,https://github.com/nix-community/nixos-facter,,2024-06-12 08:51:04,2026-03-01 04:25:23,2026-03-01 04:24:30,580.0,154.0,12.0,12.0,339.0,44.0,54.0,564,15,True,2,2025-12-30 04:15:59,0.4.3,,,6.0,13.0,,,,,,,,
126,flake-utils-plus,gytis-ivaskevicius/flake-utils-plus,A lightweight Nix library flake for painless NixOS flake configuration.,development,https://github.com/gytis-ivaskevicius/flake-utils-plus,https://github.com/gytis-ivaskevicius/flake-utils-plus,MIT,2021-03-13 13:37:12,2025-02-03 13:57:30,2025-02-03 13:57:20,317.0,,46.0,5.0,95.0,4.0,57.0,548,15,False,2,2024-07-02 21:31:57,1.5.1,,,9.0,23.0,,,,,,,,
127,nix-minecraft,Infinidoge/nix-minecraft,An attempt to better support Minecraft-related content for the Nix ecosystem.,nixos-modules,https://github.com/Infinidoge/nix-minecraft,https://github.com/Infinidoge/nix-minecraft,MIT,2022-04-25 05:15:48,2026-03-01 03:14:35,2026-03-01 03:14:35,1079.0,51.0,65.0,2.0,72.0,26.0,61.0,522,15,True,2,,,,,,27.0,,,,,,,,
128,kclejeune/system,kclejeune/system,"Declarative system configurations using nixOS, nix-darwin, and home-manager.",nix-configurations,https://github.com/kclejeune/system,https://github.com/kclejeune/system,MIT,2020-07-02 06:19:11,2026-03-01 08:08:07,2026-02-27 17:20:55,1312.0,50.0,42.0,5.0,400.0,,11.0,514,15,True,3,,,,,,9.0,,,,,,,,
129,cargo2nix,cargo2nix/cargo2nix,Granular builds of Rust projects for Nix.,programming-languages,https://github.com/cargo2nix/cargo2nix,https://github.com/cargo2nix/cargo2nix,MIT,2019-05-13 03:27:27,2025-06-19 20:24:21,2025-06-19 20:19:13,637.0,,84.0,12.0,218.0,71.0,119.0,453,15,True,2,2025-06-19 20:23:17,0.12.0,,,15.0,42.0,,,,,['rust'],,,
130,nix-mineral,cynicsketch/nix-mineral,Conveniently and reasonably harden NixOS.,nixos-modules,https://github.com/cynicsketch/nix-mineral,https://github.com/cynicsketch/nix-mineral,GPL-3.0,2024-05-10 21:02:28,2026-02-24 03:12:18,2026-02-24 03:11:26,457.0,142.0,25.0,9.0,47.0,32.0,42.0,451,15,True,2,,,,,11.0,15.0,,,,,,,,
131,terranix,terranix/terranix,Use Nix and the NixOS module system to write your Terraform code.,deployment-tools,https://github.com/terranix/terranix,https://github.com/terranix/terranix,GPL-3.0,2018-12-09 17:51:29,2026-02-27 08:02:57,2026-02-27 08:02:57,467.0,9.0,51.0,11.0,95.0,21.0,30.0,427,15,True,2,2024-10-15 02:32:47,2.8.0,,,15.0,33.0,,,,,,,,
132,neovim-nightly-overlay,nix-community/neovim-nightly-overlay,Bleeding edge Neovim overlay.,editors-and-ides,https://github.com/nix-community/neovim-nightly-overlay,https://github.com/nix-community/neovim-nightly-overlay,,2020-08-23 18:25:45,2026-03-02 00:05:04,2026-03-02 00:05:03,2249.0,96.0,69.0,6.0,1097.0,1.0,91.0,406,15,True,2,,,,,,27.0,,,,,,,,
133,flake-checker,DeterminateSystems/flake-checker,Health checks for your Nix flakes.,command-line-tools,https://github.com/DeterminateSystems/flake-checker,https://github.com/DeterminateSystems/flake-checker,Apache-2.0,2023-05-19 13:36:34,2026-02-03 19:40:41,2026-01-05 15:55:55,692.0,6.0,8.0,6.0,203.0,2.0,11.0,310,15,True,2,2026-01-08 12:47:32,0.2.11,2188.0,66.0,33.0,12.0,1.0,1.0,,,,,,
134,omnix,juspay/omnix,A Nix companion to improve developer experience.,development,https://github.com/juspay/omnix,https://github.com/juspay/omnix,AGPL-3.0,2023-05-27 01:08:11,2026-02-06 15:20:22,2026-02-06 15:20:13,850.0,9.0,25.0,12.0,303.0,35.0,137.0,261,15,True,2,2026-01-05 20:09:06,1.3.2,,,8.0,16.0,,,,,,,,
135,nix-your-shell,MercuryTechnologies/nix-your-shell,A nix and nix-shell wrapper for shells other than bash.,command-line-tools,https://github.com/MercuryTechnologies/nix-your-shell,https://github.com/MercuryTechnologies/nix-your-shell,MIT,2023-02-09 22:45:07,2026-02-23 19:03:02,2026-02-23 19:01:43,95.0,16.0,21.0,11.0,87.0,6.0,15.0,236,15,True,2,2026-02-23 19:03:04,1.4.9,265.0,7.0,18.0,14.0,1.0,1.0,,,,,,
136,nix-openwrt-imagebuilder,astro/nix-openwrt-imagebuilder,Build OpenWRT images in Nix derivations.,installation-media,https://github.com/astro/nix-openwrt-imagebuilder,https://github.com/astro/nix-openwrt-imagebuilder,MIT,2022-04-27 20:38:30,2026-02-12 08:53:05,2026-02-12 08:53:04,1546.0,107.0,25.0,6.0,42.0,8.0,20.0,231,15,True,3,,,,,,13.0,,,,,,,,
137,clj-nix,jlesquembre/clj-nix,Nix helper functions for Clojure projects.,programming-languages,https://github.com/jlesquembre/clj-nix,https://github.com/jlesquembre/clj-nix,EPL-2.0,2022-04-02 19:16:53,2026-03-01 17:02:08,2026-03-01 17:02:06,270.0,14.0,25.0,4.0,110.0,26.0,48.0,172,15,True,2,2024-11-20 01:44:18,0.4.0,,,1.0,17.0,,,,,,,,
